Title,Year,Abstract,Text,Mentions,Group,GO,CW,GC,Topic
The United States and Russian governments involvement in the Syrian crisis and the United Nations’ Kofi Annan peace process,2014,"The inability of the Syrian government to internally manage the popular uprising in the country have increased international pressure on Syria as well as deepen international efforts to resolve the crisis that has developed into a full scale civil war. It was the need to end the violent conflict in Syria that informed the appointment of Kofi Annan as the U.N-Arab League Special Envoy to Syria on February 23, 2012. This study investigates the U.S and Russian governments’ involvement in the Syrian crisis and the UN Kofi Annan peace process. The two persons’ Zero-sum model of the game theory is used as our framework of analysis. Our findings showed that the divergence on financial and military support by the U.S and Russian governments to the rival parties in the Syrian conflict contradicted the mandate of the U.N Security Council that sanctioned the Annan plan and compromised the ceasefire agreement contained in the plan which resulted in the escalation of violent conflict in Syria during the period the peace deal was supposed to be in effect. The implication of the study is that the success of any U.N brokered peace deal is highly dependent on the ability of its key members to have a consensus, hence, there is need to galvanize a comprehensive international consensus on how to tackle the Syrian crisis that would accommodate all crucial international actors. We recommended that there is need for a negotiated solution that will involve a compromise agreement by the conflicting parties on the basis of mutual consent since the zero-sum nature of the Syrian conflict in which both regime and its opponents seek total victory make political settlement elusive. ","The United States and Russian governments involvement in the Syrian crisis and the United Nations’ Kofi Annan peace process The inability of the Syrian government to internally manage the popular uprising in the country have increased international pressure on Syria as well as deepen international efforts to resolve the crisis that has developed into a full scale civil war. It was the need to end the violent conflict in Syria that informed the appointment of Kofi Annan as the U.N-Arab League Special Envoy to Syria on February 23, 2012. This study investigates the U.S and Russian governments’ involvement in the Syrian crisis and the UN Kofi Annan peace process. The two persons’ Zero-sum model of the game theory is used as our framework of analysis. Our findings showed that the divergence on financial and military support by the U.S and Russian governments to the rival parties in the Syrian conflict contradicted the mandate of the U.N Security Council that sanctioned the Annan plan and compromised the ceasefire agreement contained in the plan which resulted in the escalation of violent conflict in Syria during the period the peace deal was supposed to be in effect. The implication of the study is that the success of any U.N brokered peace deal is highly dependent on the ability of its key members to have a consensus, hence, there is need to galvanize a comprehensive international consensus on how to tackle the Syrian crisis that would accommodate all crucial international actors. We recommended that there is need for a negotiated solution that will involve a compromise agreement by the conflicting parties on the basis of mutual consent since the zero-sum nature of the Syrian conflict in which both regime and its opponents seek total victory make political settlement elusive. ","['syr', 'usa']",CW,False,True,False,3
Being a neighbor to Syria: A retrospective analysis of patients brought to our clinic for cranial gunshot wounds in the Syrian civil war,2014,"Objective Toward the end of 2010, the Arab spring, the waves of revolutionary demonstrations and protests influenced also Syria, where violent clashes turned into a civil war. Hundreds of thousands of people became refugees. The use of excessive force unfortunately culminated in numerous deaths and injuries in many cities. Being the closest city to Aleppo, Damascus and Homs, the biggest cities of Syria, Antioch/Hatay has been the city where initial emergency treatments were performed. For this reason, we examined and retrospectively analyzed the medical records of the patients treated in the clinics of our hospital due to cranial gunshot wounds during the war. Material and methods The medical records of 186 patients who were injured in the Syrian War and brought to, followed up and treated in the Neurosurgery Clinic of Mustafa Kemal University, Faculty of Medicine in Hatay, a Turkish city on the Syrian border, between April 2011 and June 2013. Results A total of 186 patients were evaluated in a period of more than 2 years. Of all 91.4% of the patients were adults (male/female: 152/18) and 8.6% of them were pediatric patients (male/female: 14/2). The average age of the patients was 31 years, with an age range of between 2 months and 67 years. According to Glasgow coma score (GCS) of the patients at the time of admission, GCS was 3 in 32 patients (17.2%), between 4 and 7 in 70 patients (37.6%), and between 8 and 15 in 84 patients (45.1%). We observed that the patients with GCS of 4-7 had a significantly lower mortality among the 56 patients treated surgically compared with the 14 patients treated medically. Discussion Cranial gunshot wounds are responsible for high mortality and morbidity. A multiplicity of factors plays a role on morbidity and mortality. These are the duration of transport, the injury pattern, the velocities of the weapons used, and the Glasgow Coma Scales of the patients at the time of admission. Conclusion The authors recommend that the patients with cranial gunshot wounds who has GCS of 4-7 should be aggressively treated including surgery as well. We do not recommend surgical treatment for patients with GCS of 3. All our experiences show that treatment of gunshot wounds will continue to be a matter of debate, about which there is more to learn. The data presented in this study will once again demonstrate the seriousness of the event, and will, perhaps, contribute to the peace negotiations to end the war. ","Being a neighbor to Syria: A retrospective analysis of patients brought to our clinic for cranial gunshot wounds in the Syrian civil war Objective Toward the end of 2010, the Arab spring, the waves of revolutionary demonstrations and protests influenced also Syria, where violent clashes turned into a civil war. Hundreds of thousands of people became refugees. The use of excessive force unfortunately culminated in numerous deaths and injuries in many cities. Being the closest city to Aleppo, Damascus and Homs, the biggest cities of Syria, Antioch/Hatay has been the city where initial emergency treatments were performed. For this reason, we examined and retrospectively analyzed the medical records of the patients treated in the clinics of our hospital due to cranial gunshot wounds during the war. Material and methods The medical records of 186 patients who were injured in the Syrian War and brought to, followed up and treated in the Neurosurgery Clinic of Mustafa Kemal University, Faculty of Medicine in Hatay, a Turkish city on the Syrian border, between April 2011 and June 2013. Results A total of 186 patients were evaluated in a period of more than 2 years. Of all 91.4% of the patients were adults (male/female: 152/18) and 8.6% of them were pediatric patients (male/female: 14/2). The average age of the patients was 31 years, with an age range of between 2 months and 67 years. According to Glasgow coma score (GCS) of the patients at the time of admission, GCS was 3 in 32 patients (17.2%), between 4 and 7 in 70 patients (37.6%), and between 8 and 15 in 84 patients (45.1%). We observed that the patients with GCS of 4-7 had a significantly lower mortality among the 56 patients treated surgically compared with the 14 patients treated medically. Discussion Cranial gunshot wounds are responsible for high mortality and morbidity. A multiplicity of factors plays a role on morbidity and mortality. These are the duration of transport, the injury pattern, the velocities of the weapons used, and the Glasgow Coma Scales of the patients at the time of admission. Conclusion The authors recommend that the patients with cranial gunshot wounds who has GCS of 4-7 should be aggressively treated including surgery as well. We do not recommend surgical treatment for patients with GCS of 3. All our experiences show that treatment of gunshot wounds will continue to be a matter of debate, about which there is more to learn. The data presented in this study will once again demonstrate the seriousness of the event, and will, perhaps, contribute to the peace negotiations to end the war. ",['syr'],CW,False,True,False,2
Embassies burning: toward a near-real-time assessment of social media using geo-temporal dynamic network analytics,2014,"Effective crisis response requires rapid assessment of a situation in order to form actionable plans. Social media and traditional media are critical to this assessment. This paper describes a rapid ethnographic approach for extracting information from Twitter and news media and then assessing that information using dynamic network analysis techniques. Text mining high-dimensional network analytics and visualization are combined to provide an integrated approach to assessing large dynamic networks. This approach was used as the Benghazi consulate and the Egyptian embassy were attacked in 2012. This near-real-time assessment was set against a backdrop of ongoing data collection associated with the Arab Spring countries. This ongoing collection provided a baseline for Libya and Egypt against which the new data could be assessed. Herein, the outcome of that near-real-time assessment, the tools used, the lessons learned, and the results discovered are described. The same approach was used in other crisis events including SuperStorm Sandy, the Kenyan elections, from which examples are also drawn. We find that to be effective such analytics require the use of multiple media, deep dives into specific secondary issues, and a high-level assessment of not just who is doing what, but who is providing what information. Finally, we show the criticality of baseline data for interpreting the behavior during a crisis. ","Embassies burning: toward a near-real-time assessment of social media using geo-temporal dynamic network analytics Effective crisis response requires rapid assessment of a situation in order to form actionable plans. Social media and traditional media are critical to this assessment. This paper describes a rapid ethnographic approach for extracting information from Twitter and news media and then assessing that information using dynamic network analysis techniques. Text mining high-dimensional network analytics and visualization are combined to provide an integrated approach to assessing large dynamic networks. This approach was used as the Benghazi consulate and the Egyptian embassy were attacked in 2012. This near-real-time assessment was set against a backdrop of ongoing data collection associated with the Arab Spring countries. This ongoing collection provided a baseline for Libya and Egypt against which the new data could be assessed. Herein, the outcome of that near-real-time assessment, the tools used, the lessons learned, and the results discovered are described. The same approach was used in other crisis events including SuperStorm Sandy, the Kenyan elections, from which examples are also drawn. We find that to be effective such analytics require the use of multiple media, deep dives into specific secondary issues, and a high-level assessment of not just who is doing what, but who is providing what information. Finally, we show the criticality of baseline data for interpreting the behavior during a crisis. ","['lby', 'egy']",CW,True,True,False,0
The Arab spring and its unexpected consequences,2014,"In the aftermath of the defeat of the Arab Spring, this article looks at the inevitable failure of political Islam in power in Egypt and Tunisia and the unexpected consequences of the Arab Spring. This is done both in terms of the United States' apprehensions about Saudi Arabia's ability to control Jihadists in Syria and Libya but also its shift towards resolution of its conflict with Iran's Islamic Republic. ","The Arab spring and its unexpected consequences In the aftermath of the defeat of the Arab Spring, this article looks at the inevitable failure of political Islam in power in Egypt and Tunisia and the unexpected consequences of the Arab Spring. This is done both in terms of the United States' apprehensions about Saudi Arabia's ability to control Jihadists in Syria and Libya but also its shift towards resolution of its conflict with Iran's Islamic Republic. ","['lby', 'egy', 'sau', 'tun', 'irn', 'usa', 'syr']",CW,True,True,False,-1
"Destruction-in-progress: Revolution, repression and war planning in Syria (2011 onwards)",2014,"The infra-state conflict that has engulfed Syria since March 2011 began with a popular and peaceful mobilization calling for freedom and dignity. In 2014, after three years of heavy repression by the regime and the militarization of part of the opposition, large parts of the country are destroyed. The extent of urban destruction in Syria questions the role of the material goods in an armed conflict. Indeed, according to international humanitarian law, 'civilian objects' cannot be targeted in the absence of clearly defined and circumscribed military objectives. In Syria, the use of destruction as an instrument of warfare is documented clear and well. In other terms, and as this article tries to demonstrate, in many respects urban destruction seems to be more than a side effect of the armed confrontation. Drawing on a spatially informed analysis, the article aims to document urban destruction and offer analytical leads as to such destruction's place in the regime warfare. To do so, the scope of urban destruction, and the historical and spatial contexts in which it takes place are presented, followed by a classification of four types of urban destruction based on different spatial patt erns. The typology of the different spatial patt erns of destruction shows that destruction is not only a consequence of war but is central to the regime's strategy.","Destruction-in-progress: Revolution, repression and war planning in Syria (2011 onwards) The infra-state conflict that has engulfed Syria since March 2011 began with a popular and peaceful mobilization calling for freedom and dignity. In 2014, after three years of heavy repression by the regime and the militarization of part of the opposition, large parts of the country are destroyed. The extent of urban destruction in Syria questions the role of the material goods in an armed conflict. Indeed, according to international humanitarian law, 'civilian objects' cannot be targeted in the absence of clearly defined and circumscribed military objectives. In Syria, the use of destruction as an instrument of warfare is documented clear and well. In other terms, and as this article tries to demonstrate, in many respects urban destruction seems to be more than a side effect of the armed confrontation. Drawing on a spatially informed analysis, the article aims to document urban destruction and offer analytical leads as to such destruction's place in the regime warfare. To do so, the scope of urban destruction, and the historical and spatial contexts in which it takes place are presented, followed by a classification of four types of urban destruction based on different spatial patt erns. The typology of the different spatial patt erns of destruction shows that destruction is not only a consequence of war but is central to the regime's strategy.",['syr'],CW,False,True,False,-1
The Arab uprisings and Euro-Mediterranean security: The regional security agenda of the European Union,2014,"The 2010 Arab uprisings led to profound changes in the political landscape of the Southern Mediterranean, and came at a time of staggering Euro-Mediterranean relations. With prevailing turmoil and violence in Europe's closest proximity, the Euromed relationship - heavily dominated by security objectives and concerns in the past - is facing new social, political and economic challenges. This work analyses what challenges have made it onto the security agenda of the European Union in response to the uprisings in Tunisia, Libya and Egypt between December 2010 and 2013. It does so by analysing the discourse of three institutions: the European Commission, the European Council and the Council of Ministers. Accordingly, it argues that security in the Euro-Mediterranean context may be analysed in the framework of the wider constructivist Copenhagen school of security studies, treating threats as politically constructed in the process of securitization. It emphasizes the different degrees of institutional involvement in framing the regional security agenda, and the vast application of security logic to migration and mobility as well as its absence in areas of biological and chemical weapons, extremism and weapons of mass destruction. This work's final argument is that whilst the overall level of securitization throughout the three years remains low and partially inconsistent with the security priorities before 2010, the EU exhibited a particularly strong regional focus on Libya as well as a thematic one on migration and external borders. ","The Arab uprisings and Euro-Mediterranean security: The regional security agenda of the European Union The 2010 Arab uprisings led to profound changes in the political landscape of the Southern Mediterranean, and came at a time of staggering Euro-Mediterranean relations. With prevailing turmoil and violence in Europe's closest proximity, the Euromed relationship - heavily dominated by security objectives and concerns in the past - is facing new social, political and economic challenges. This work analyses what challenges have made it onto the security agenda of the European Union in response to the uprisings in Tunisia, Libya and Egypt between December 2010 and 2013. It does so by analysing the discourse of three institutions: the European Commission, the European Council and the Council of Ministers. Accordingly, it argues that security in the Euro-Mediterranean context may be analysed in the framework of the wider constructivist Copenhagen school of security studies, treating threats as politically constructed in the process of securitization. It emphasizes the different degrees of institutional involvement in framing the regional security agenda, and the vast application of security logic to migration and mobility as well as its absence in areas of biological and chemical weapons, extremism and weapons of mass destruction. This work's final argument is that whilst the overall level of securitization throughout the three years remains low and partially inconsistent with the security priorities before 2010, the EU exhibited a particularly strong regional focus on Libya as well as a thematic one on migration and external borders. ","['egy', 'lby', 'tun']",CW,True,True,False,11
The Arab Spring in Syria: Domestic and regional developments,2014,"While briefly examining the compatibility of democracy and Islam in Arab and Muslim countries, I focus on domestic and regional developments relating to the ongoing bloody war in Syria. While Shi'i Iran has empowered its quasi-Shi'i ally, Bashar Assad's Alawi regime, Sunni Muslim countries such as Turkey, Saudi Arabia, Jordan, and Qatar are divided regarding support of the mainstream Muslim rebel groups. All these parties are deeply concerned about the strengthening of Al-Qai'da's affiliated fanatic Islamic groups in Syria and beyond. Bashar has taken advantage of the Al-Qaida menace to present himself to the West as a pragmatic, secular partner. He adopted his Russian ally's initiative to give up his chemical weapons, and the US, which had previously endeavored to topple Bashar, has accepted Russia's offer. Relevant to these developments is the agreement on Iran's nuclear program signed by Washington and its European partners with Tehran, Bashar's ally. The intriguing question is whether Iran would now meet Washington's expectation and induce Bashar to step down within a political settlement, or would Iran continue to back Bashar and Hizballah while advancing its Shi'i Crescent strategic design?. ","The Arab Spring in Syria: Domestic and regional developments While briefly examining the compatibility of democracy and Islam in Arab and Muslim countries, I focus on domestic and regional developments relating to the ongoing bloody war in Syria. While Shi'i Iran has empowered its quasi-Shi'i ally, Bashar Assad's Alawi regime, Sunni Muslim countries such as Turkey, Saudi Arabia, Jordan, and Qatar are divided regarding support of the mainstream Muslim rebel groups. All these parties are deeply concerned about the strengthening of Al-Qai'da's affiliated fanatic Islamic groups in Syria and beyond. Bashar has taken advantage of the Al-Qaida menace to present himself to the West as a pragmatic, secular partner. He adopted his Russian ally's initiative to give up his chemical weapons, and the US, which had previously endeavored to topple Bashar, has accepted Russia's offer. Relevant to these developments is the agreement on Iran's nuclear program signed by Washington and its European partners with Tehran, Bashar's ally. The intriguing question is whether Iran would now meet Washington's expectation and induce Bashar to step down within a political settlement, or would Iran continue to back Bashar and Hizballah while advancing its Shi'i Crescent strategic design?. ","['rus', 'jor', 'sau', 'tur', 'irn', 'qat', 'usa', 'syr']",GC,False,True,True,3
Russian-Syrian Dialogue: Myths and Realities,2014,"Since the very beginning of the “Arab Spring,” analysts have been arguing about its implications for the Middle East. Indeed, its outbreak in 2011 was probably one of the most important events to have ever taken place in the region, completely transforming its sociopolitical structure and reshaping the configuration of its international relations. Moreover, beyond their regional importance, the revolutionary processes of the Arab Spring have had significant international implications that have affected the actions of countries far beyond the borders of the Middle East. Russia has not been an exception: the regional processes forced Moscow to revise its attitude toward the Middle East, literally dragging the Russian authorities into the shifting currents. Moscow believes that the removal of Syrian president Bashar al-Assad from power would trigger the expansion of jihadist activity and increase instability in the Caucasus and southern Russia. Consequently, the Kremlin is deeply concerned about the rise of Islamism in the Middle East, as well as Qatar and Saudi Arabia’s efforts to support Islamist and, indeed, radical factions in the Syrian civil conflict. At the same time, the absence of an obvious ideological basis for current Russian-Syrian relations leaves them open to change. Thus, official guarantees that the jihadists will not export their revolution elsewhere, accompanied by promises to preserve certain Russian economic positions in post-Assad Syria, could possibly clear the way for the emergence of a compromise stance by Moscow on Syria, even on the presently contentious issue of foreign intervention. ","Russian-Syrian Dialogue: Myths and Realities Since the very beginning of the “Arab Spring,” analysts have been arguing about its implications for the Middle East. Indeed, its outbreak in 2011 was probably one of the most important events to have ever taken place in the region, completely transforming its sociopolitical structure and reshaping the configuration of its international relations. Moreover, beyond their regional importance, the revolutionary processes of the Arab Spring have had significant international implications that have affected the actions of countries far beyond the borders of the Middle East. Russia has not been an exception: the regional processes forced Moscow to revise its attitude toward the Middle East, literally dragging the Russian authorities into the shifting currents. Moscow believes that the removal of Syrian president Bashar al-Assad from power would trigger the expansion of jihadist activity and increase instability in the Caucasus and southern Russia. Consequently, the Kremlin is deeply concerned about the rise of Islamism in the Middle East, as well as Qatar and Saudi Arabia’s efforts to support Islamist and, indeed, radical factions in the Syrian civil conflict. At the same time, the absence of an obvious ideological basis for current Russian-Syrian relations leaves them open to change. Thus, official guarantees that the jihadists will not export their revolution elsewhere, accompanied by promises to preserve certain Russian economic positions in post-Assad Syria, could possibly clear the way for the emergence of a compromise stance by Moscow on Syria, even on the presently contentious issue of foreign intervention. ","['syr', 'qat', 'rus', 'sau']",CW,False,True,False,19
Post - 'Arab Spring': Beneficial lessons in governance from recent events in Egypt and Tunisia,2014,"The fall of elected Egyptian President Morsi is likely to reverberate into the future throughout the Arab World. It pits the growing large community of Islamic-committed citizens (just under 60 percent in Egypt according to Pew Center surveys) and frustrated youth wanting participatory governance and legitimate freedoms against military autocrats, their business and judicial associates, and hereditary rulers in the region who wish to maintain the status quo against the bedrock Islamic principle of representative governance. Tunisia leads the way in providing a to-date successful transition post- 'Arab Spring' to an alternative vision favouring the welfare of its citizens. This is a consequence of the flexibility and willingness of Islamists there to work together in coalition with other groups even secularists. Egypt displays the beginning of an epic struggle that will unlikely end until some form of participatory governance is achieved through civil disobedience. President Mohammad Morsi managed the passage of a new constitution (presently suspended) under strong opposition but was unable to project a 'democratic' image or resolve the country's economic problems. He also failed to embrace inclusiveness even to work closely with other Islamic forces - the Salafists and the Al- Azhar institution. Chief of the armed forces, Abdel-Fattah al-Sisi however, in rebelling against his civilian commander, is attempting to restore the pre-Arab Spring status of covert military rule. He successfully drew initial support from the Salafists and liberals but can no longer assume their backing. Shaykh Al- Azhar in openly supporting al-Sisi has compromised the erstwhile high regard held for Al-Azhar in the Muslim world. ","Post - 'Arab Spring': Beneficial lessons in governance from recent events in Egypt and Tunisia The fall of elected Egyptian President Morsi is likely to reverberate into the future throughout the Arab World. It pits the growing large community of Islamic-committed citizens (just under 60 percent in Egypt according to Pew Center surveys) and frustrated youth wanting participatory governance and legitimate freedoms against military autocrats, their business and judicial associates, and hereditary rulers in the region who wish to maintain the status quo against the bedrock Islamic principle of representative governance. Tunisia leads the way in providing a to-date successful transition post- 'Arab Spring' to an alternative vision favouring the welfare of its citizens. This is a consequence of the flexibility and willingness of Islamists there to work together in coalition with other groups even secularists. Egypt displays the beginning of an epic struggle that will unlikely end until some form of participatory governance is achieved through civil disobedience. President Mohammad Morsi managed the passage of a new constitution (presently suspended) under strong opposition but was unable to project a 'democratic' image or resolve the country's economic problems. He also failed to embrace inclusiveness even to work closely with other Islamic forces - the Salafists and the Al- Azhar institution. Chief of the armed forces, Abdel-Fattah al-Sisi however, in rebelling against his civilian commander, is attempting to restore the pre-Arab Spring status of covert military rule. He successfully drew initial support from the Salafists and liberals but can no longer assume their backing. Shaykh Al- Azhar in openly supporting al-Sisi has compromised the erstwhile high regard held for Al-Azhar in the Muslim world. ","['egy', 'tun']",GO,True,False,False,-1
The stateless Kurds of Syria: Ethnic identity and national I.D.,2014,"Kurds constitute a trans-border population and the world's largest non-state nation. Conceptually, as well as empirically, they have long challenged the boundaries of the Middle East's nation-state system. Due to recent developments in Syria, the country's (stateless) Kurds find themselves at a double historic juncture. Firstly, some non-citizen Kurds have 'benefitted' from the exceptional naturalization brought in as a reconciliatory reform by the current regime during the Revolution's early stages. Secondly, the transformation of state identity, which is presently being negotiated between Islamists, secularists and Arab nationalists etc, not only impacts upon citizen-state relations, but also determines the position of both stateless and citizen Kurds. Drawing on fieldwork conducted with stateless Kurds, both in Syria and displaced in neighbouring countries, this paper argues that not only is access to citizenship being transformed, but so too is the very definition of being a citizen. The paper concludes that enjoyment of citizenship for Kurds of Syria cannot be understood from a quantitative statistical analysis alone. ","The stateless Kurds of Syria: Ethnic identity and national I.D. Kurds constitute a trans-border population and the world's largest non-state nation. Conceptually, as well as empirically, they have long challenged the boundaries of the Middle East's nation-state system. Due to recent developments in Syria, the country's (stateless) Kurds find themselves at a double historic juncture. Firstly, some non-citizen Kurds have 'benefitted' from the exceptional naturalization brought in as a reconciliatory reform by the current regime during the Revolution's early stages. Secondly, the transformation of state identity, which is presently being negotiated between Islamists, secularists and Arab nationalists etc, not only impacts upon citizen-state relations, but also determines the position of both stateless and citizen Kurds. Drawing on fieldwork conducted with stateless Kurds, both in Syria and displaced in neighbouring countries, this paper argues that not only is access to citizenship being transformed, but so too is the very definition of being a citizen. The paper concludes that enjoyment of citizenship for Kurds of Syria cannot be understood from a quantitative statistical analysis alone. ",['syr'],CW,False,True,False,6
Towards cyberactivism 2.0? Understanding the use of social media and other information technologies for political activism and social movements,2014,"Information technologies are increasingly important for political and social activism. In particular, web 2.0 tools and social media applications have recently played a significant role in influencing government decision making and shaping the relationships between governments, citizens, politicians, and other social actors. After the Arab Spring and the uprisings that have led to significant political changes in Egypt, Tunisia, and Iran, commentators argue that information technologies have the potential to strengthen social movements and ultimately transform society. However, this influence is not new. There were movements in the 90s, using the new technologies of e-mail and websites, which were able to gather significant social attention and generate political pressure. Based on three Mexican social and political movements that span close to 20. years, this article identifies key similarities and differences in the use of information technologies and proposes a framework to understand the evolution of cyberactivism. Initially, activists used information technologies to promote a movement's main ideas and gain global support. More recently, a single tool or application, such as Twitter, has been the technological basis for certain social and political movements. However, there is a trend towards a more integrated use of social media tools and applications, generating what could be called cyberactivism 2.0. In addition, there are some distinguishable stages in the development of social protests using information technologies; this evolutionary model seems to be useful to understand very different social and political movements using very different levels of technological sophistication. ","Towards cyberactivism 2.0? Understanding the use of social media and other information technologies for political activism and social movements Information technologies are increasingly important for political and social activism. In particular, web 2.0 tools and social media applications have recently played a significant role in influencing government decision making and shaping the relationships between governments, citizens, politicians, and other social actors. After the Arab Spring and the uprisings that have led to significant political changes in Egypt, Tunisia, and Iran, commentators argue that information technologies have the potential to strengthen social movements and ultimately transform society. However, this influence is not new. There were movements in the 90s, using the new technologies of e-mail and websites, which were able to gather significant social attention and generate political pressure. Based on three Mexican social and political movements that span close to 20. years, this article identifies key similarities and differences in the use of information technologies and proposes a framework to understand the evolution of cyberactivism. Initially, activists used information technologies to promote a movement's main ideas and gain global support. More recently, a single tool or application, such as Twitter, has been the technological basis for certain social and political movements. However, there is a trend towards a more integrated use of social media tools and applications, generating what could be called cyberactivism 2.0. In addition, there are some distinguishable stages in the development of social protests using information technologies; this evolutionary model seems to be useful to understand very different social and political movements using very different levels of technological sophistication. ","['egy', 'irn', 'tun']",GO,True,False,False,0
'Tesco for Terrorists' Reconsidered: Arms and Conflict Dynamics in Libya and in the Sahara-Sahel Region,2014,"How does arms availability affect armed conflict? What implications does increased arms availability have for the organisation of armed groups involved in war against the state? This article explores these questions by looking into the civil war in Libya and the subsequent proliferation of weapons in the broader Sahel/North Africa region. Its argument is based on secondary sources: online databases, international organisations reports and news media. First, we examine the question of firearms in Libya in order to understand how changing conditions of weapons availability affected the formation of armed groups during different phases of war hostilities (February-October 2011). We highlight that, as weapons became more readily available to fighters in the field during this period, a process of fragmentation occurred, hindering efforts to build mechanisms that would allow control of the direction of the revolutionary armed movement. Next, as security continued to be a primary challenge in the new Libya, we consider the way in which unaccountable firearms and light weapons have affected the post-war landscape in the period from October 2011 to the end of 2013. Finally, we put the regional and international dimensions under scrutiny, and consider how the proliferation of weapons to nearby insurgencies and armed groups has raised major concern among Libya's neighbours. Short of establishing any causal relationship stricto sensu, we underscore the ways in which weapons from Libya have rekindled or altered local conflicts, creating permissive conditions for new tactical options, and accelerating splintering processes within armed movements in the Sahara-Sahel region. ","'Tesco for Terrorists' Reconsidered: Arms and Conflict Dynamics in Libya and in the Sahara-Sahel Region How does arms availability affect armed conflict? What implications does increased arms availability have for the organisation of armed groups involved in war against the state? This article explores these questions by looking into the civil war in Libya and the subsequent proliferation of weapons in the broader Sahel/North Africa region. Its argument is based on secondary sources: online databases, international organisations reports and news media. First, we examine the question of firearms in Libya in order to understand how changing conditions of weapons availability affected the formation of armed groups during different phases of war hostilities (February-October 2011). We highlight that, as weapons became more readily available to fighters in the field during this period, a process of fragmentation occurred, hindering efforts to build mechanisms that would allow control of the direction of the revolutionary armed movement. Next, as security continued to be a primary challenge in the new Libya, we consider the way in which unaccountable firearms and light weapons have affected the post-war landscape in the period from October 2011 to the end of 2013. Finally, we put the regional and international dimensions under scrutiny, and consider how the proliferation of weapons to nearby insurgencies and armed groups has raised major concern among Libya's neighbours. Short of establishing any causal relationship stricto sensu, we underscore the ways in which weapons from Libya have rekindled or altered local conflicts, creating permissive conditions for new tactical options, and accelerating splintering processes within armed movements in the Sahara-Sahel region. ",['lby'],CW,False,True,False,2
"From Chahine's al-iskandariyya leh to Salata baladi and 'An Yahud Misr: Rethinking Egyptian Jews' cosmopolitanism, belonging and nostalgia in cinema",2014,"This study examines the discursive trajectories of the cosmopolitan Egyptian Jew in the documentaries Salata baladi (Nadia Kamel, 2007) and 'An Yahud Misr (Amir Ramses, 2012) in light of Youssef Chahine's classic al-Iskandariyya leh (1978). Undoubtedly, each of these films provides a complex story of Jewish life in Egypt and, taken together, these creative works offer an alternative to formulaic representations of Jews in Egyptian cinema and television. Yet, a close analysis of the three films reveals an underlying problematic rendering of cosmopolitanism in the context of the Egyptian Jewish community. Arguably, the filmmakers' main interest in attending to the Jewish question relates more to nostalgic views of Egyptianness (of the pre-1952 Revolution era) as a cosmopolitan, multiethnic and multi-religious identity, than to a genuine interest in Jewish life, history and religion. In other words, the limited and skewed view of the Jewish community, with its near exclusion of the poor, uneducated, monolingual and religiously traditional Jewish residents of Egypt, is driven primarily by anxieties about Egyptian identity in which cosmopolitan Jews are assigned a supporting role in the play of an idealized Egypt of the past and in challenging xenophobic sentiments in the present. ","From Chahine's al-iskandariyya leh to Salata baladi and 'An Yahud Misr: Rethinking Egyptian Jews' cosmopolitanism, belonging and nostalgia in cinema This study examines the discursive trajectories of the cosmopolitan Egyptian Jew in the documentaries Salata baladi (Nadia Kamel, 2007) and 'An Yahud Misr (Amir Ramses, 2012) in light of Youssef Chahine's classic al-Iskandariyya leh (1978). Undoubtedly, each of these films provides a complex story of Jewish life in Egypt and, taken together, these creative works offer an alternative to formulaic representations of Jews in Egyptian cinema and television. Yet, a close analysis of the three films reveals an underlying problematic rendering of cosmopolitanism in the context of the Egyptian Jewish community. Arguably, the filmmakers' main interest in attending to the Jewish question relates more to nostalgic views of Egyptianness (of the pre-1952 Revolution era) as a cosmopolitan, multiethnic and multi-religious identity, than to a genuine interest in Jewish life, history and religion. In other words, the limited and skewed view of the Jewish community, with its near exclusion of the poor, uneducated, monolingual and religiously traditional Jewish residents of Egypt, is driven primarily by anxieties about Egyptian identity in which cosmopolitan Jews are assigned a supporting role in the play of an idealized Egypt of the past and in challenging xenophobic sentiments in the present. ",['egy'],GO,True,False,False,-1
"Religion, identity and citizenship: The predicament of shia fundamentalism in Bahrain",2014,"In 2011, Bahrain witnessed an unprecedented wave of political protests that came within a chain of protest movements in other Arab countries, which later came to be known as the "" Arab Spring."" Irrespective of the difference in the appellations given to these protests, their occurrence in Bahrain in particular poses a number of questions, some of which touch upon the social and political roots of this movement, especially that they started in Bahrain, a Gulf state that has witnessed numerous political reformation movements and democratic transformations that have enhanced the country's social and cultural openness in public and political life. Despite this pro-democratic environment, the political movement rooted in Shi'a origins persisted in developing various forms of political extremism and violence, raising concerns among Sunni and other communities. This work evaluates the origins of Shi'a extremism in Bahrain.","Religion, identity and citizenship: The predicament of shia fundamentalism in Bahrain In 2011, Bahrain witnessed an unprecedented wave of political protests that came within a chain of protest movements in other Arab countries, which later came to be known as the "" Arab Spring."" Irrespective of the difference in the appellations given to these protests, their occurrence in Bahrain in particular poses a number of questions, some of which touch upon the social and political roots of this movement, especially that they started in Bahrain, a Gulf state that has witnessed numerous political reformation movements and democratic transformations that have enhanced the country's social and cultural openness in public and political life. Despite this pro-democratic environment, the political movement rooted in Shi'a origins persisted in developing various forms of political extremism and violence, raising concerns among Sunni and other communities. This work evaluates the origins of Shi'a extremism in Bahrain.",['bhr'],GC,False,False,True,9
